Date,Open,High,Low,Close,Volume
2014-03-24,9.0,9.0,9.0,9.0,0.0
2014-03-25,9.0,9.0,9.0,9.0,0.0
2014-03-26,9.0,9.0,9.0,9.0,0.0
2014-03-27,9.0,9.0,9.0,9.0,0.0
2014-03-28,9.0,9.0,9.0,9.0,0.0
2014-03-31,9.0,9.0,9.0,9.0,0.0
2014-04-01,9.0,9.0,9.0,9.0,0.0
2014-04-02,9.0,9.0,9.0,9.0,0.0
2014-04-03,9.0,9.0,9.0,9.0,0.0
2014-04-04,9.0,9.0,9.0,9.0,0.0
2014-04-07,9.0,9.0,9.0,9.0,0.0
2014-04-08,,,,,
2014-04-09,9.0,9.0,9.0,9.0,0.0
2014-04-10,9.0,9.0,9.0,9.0,0.0
2014-04-11,9.0,9.0,9.0,9.0,0.0
2014-04-14,,,,,
2014-04-15,9.0,9.0,9.0,9.0,0.0
2014-04-16,9.0,9.0,9.0,9.0,0.0
2014-04-17,9.0,9.0,9.0,9.0,0.0
2014-04-21,9.0,9.0,9.0,9.0,0.0
2014-04-22,9.0,9.0,9.0,9.0,0.0
2014-04-23,9.0,9.0,9.0,9.0,0.0
2014-04-24,9.0,9.0,9.0,9.0,0.0
2014-04-25,9.0,9.0,9.0,9.0,0.0
2014-04-28,9.0,9.0,9.0,9.0,0.0
2014-04-29,9.0,9.0,9.0,9.0,0.0
2014-04-30,9.0,9.0,9.0,9.0,0.0
2014-05-01,,,,,
2014-05-02,9.0,9.0,9.0,9.0,0.0
2014-05-05,9.0,9.0,9.0,9.0,0.0
2014-05-06,9.0,9.0,9.0,9.0,0.0
2014-05-07,9.0,9.0,9.0,9.0,0.0
2014-05-08,9.0,9.0,9.0,9.0,0.0
2014-05-09,9.0,9.0,9.0,9.0,0.0
2014-05-12,9.0,9.0,9.0,9.0,0.0
2014-05-13,9.0,9.0,9.0,9.0,0.0
2014-05-14,9.0,9.0,9.0,9.0,0.0
2014-05-15,9.0,9.0,9.0,9.0,0.0
2014-05-16,9.0,9.0,9.0,9.0,0.0
2014-05-19,9.0,9.0,9.0,9.0,0.0
2014-05-20,9.0,9.0,9.0,9.0,0.0
2014-05-21,9.0,9.0,9.0,9.0,0.0
2014-05-22,9.0,9.0,9.0,9.0,0.0
2014-05-23,9.0,9.0,9.0,9.0,0.0
2014-05-26,9.0,9.0,9.0,9.0,0.0
2014-05-27,9.0,9.0,9.0,9.0,0.0
2014-05-28,9.0,9.0,9.0,9.0,0.0
2014-05-29,9.0,9.0,9.0,9.0,0.0
2014-05-30,9.0,9.0,9.0,9.0,0.0
2014-06-02,9.0,9.0,9.0,9.0,0.0
2014-06-03,9.0,9.0,9.0,9.0,0.0
2014-06-04,9.0,9.0,9.0,9.0,0.0
2014-06-05,9.0,9.0,9.0,9.0,0.0
2014-06-06,9.0,9.0,9.0,9.0,0.0
2014-06-09,9.0,9.0,9.0,9.0,0.0
2014-06-10,9.0,9.0,9.0,9.0,0.0
2014-06-11,9.0,9.0,9.0,9.0,0.0
2014-06-12,9.0,9.0,9.0,9.0,0.0
2014-06-13,9.0,9.0,9.0,9.0,0.0
2014-06-16,9.0,9.0,9.0,9.0,0.0
2014-06-17,9.0,9.0,9.0,9.0,0.0
2014-06-18,9.0,9.0,9.0,9.0,0.0
2014-06-19,9.0,9.0,9.0,9.0,0.0
2014-06-20,9.0,9.0,9.0,9.0,0.0
2014-06-23,9.0,9.0,9.0,9.0,0.0
2014-06-24,9.0,9.0,9.0,9.0,0.0
2014-06-25,9.0,9.0,9.0,9.0,0.0
2014-06-26,9.0,9.0,9.0,9.0,0.0
2014-06-27,9.0,9.0,9.0,9.0,0.0
2014-06-30,9.0,9.0,9.0,9.0,0.0
2014-07-01,9.0,9.0,9.0,9.0,0.0
2014-07-02,9.0,9.0,9.0,9.0,0.0
2014-07-03,9.0,9.0,9.0,9.0,0.0
2014-07-04,9.0,9.0,9.0,9.0,0.0
2014-07-07,9.0,9.0,9.0,9.0,0.0
2014-07-08,9.0,9.0,9.0,9.0,0.0
2014-07-09,9.0,9.0,9.0,9.0,0.0
2014-07-10,9.0,9.0,9.0,9.0,0.0
2014-07-11,9.0,9.0,9.0,9.0,0.0
2014-07-14,9.0,9.0,9.0,9.0,0.0
2014-07-15,9.0,9.0,9.0,9.0,0.0
2014-07-16,9.0,9.0,9.0,9.0,0.0
2014-07-17,9.0,9.0,9.0,9.0,0.0
2014-07-18,9.0,9.0,9.0,9.0,0.0
2014-07-21,9.0,9.0,9.0,9.0,0.0
2014-07-22,9.0,9.0,9.0,9.0,0.0
2014-07-23,9.0,9.0,9.0,9.0,0.0
2014-07-24,9.0,9.0,9.0,9.0,0.0
2014-07-25,9.0,9.0,9.0,9.0,0.0
2014-07-28,9.0,9.0,9.0,9.0,0.0
2014-07-29,,,,,
2014-07-30,9.0,9.0,9.0,9.0,0.0
2014-07-31,9.0,9.0,9.0,9.0,0.0
2014-08-01,9.0,9.0,9.0,9.0,0.0
2014-08-04,9.0,9.0,9.0,9.0,0.0
2014-08-05,9.0,9.0,9.0,9.0,0.0
2014-08-06,9.0,9.0,9.0,9.0,0.0
2014-08-07,9.0,9.0,9.0,9.0,0.0
2014-08-08,9.0,9.0,9.0,9.0,0.0
2014-08-11,9.0,9.0,9.0,9.0,0.0
2014-08-12,9.0,9.0,9.0,9.0,0.0
2014-08-13,9.0,9.0,9.0,9.0,0.0
2014-08-14,9.0,9.0,9.0,9.0,0.0
2014-08-15,,,,,
2014-08-18,9.0,9.0,9.0,9.0,0.0
2014-08-19,9.0,9.0,9.0,9.0,0.0
2014-08-20,9.0,9.0,9.0,9.0,0.0
2014-08-21,9.0,9.0,9.0,9.0,0.0
2014-08-22,9.0,9.0,9.0,9.0,0.0
2014-08-25,9.0,9.0,9.0,9.0,0.0
2014-08-26,9.0,9.0,9.0,9.0,0.0
2014-08-27,9.0,9.0,9.0,9.0,0.0
2014-08-28,9.0,9.0,9.0,9.0,0.0
2014-08-29,,,,,
2014-09-01,9.0,9.0,9.0,9.0,0.0
2014-09-02,9.0,9.0,9.0,9.0,0.0
2014-09-03,9.0,9.0,9.0,9.0,0.0
2014-09-04,9.0,9.0,9.0,9.0,0.0
2014-09-05,9.0,9.0,9.0,9.0,0.0
2014-09-08,9.0,9.0,9.0,9.0,0.0
2014-09-09,9.0,9.0,9.0,9.0,0.0
2014-09-10,9.0,9.0,9.0,9.0,0.0
2014-09-11,9.0,9.0,9.0,9.0,0.0
2014-09-12,9.0,9.0,9.0,9.0,0.0
2014-09-15,9.0,9.0,9.0,9.0,0.0
2014-09-16,9.0,9.0,9.0,9.0,0.0
2014-09-17,9.0,9.0,9.0,9.0,0.0
2014-09-18,9.0,9.0,9.0,9.0,0.0
2014-09-19,9.0,9.0,9.0,9.0,0.0
2014-09-22,9.0,9.0,9.0,9.0,0.0
2014-09-23,9.0,9.0,9.0,9.0,0.0
2014-09-24,9.0,9.0,9.0,9.0,0.0
2014-09-25,9.0,9.0,9.0,9.0,0.0
2014-09-26,9.0,9.0,9.0,9.0,0.0
2014-09-29,9.0,9.0,9.0,9.0,0.0
2014-09-30,9.0,9.0,9.0,9.0,0.0
2014-10-01,9.0,9.0,9.0,9.0,0.0
2014-10-02,,,,,
2014-10-03,,,,,
2014-10-06,,,,,
2014-10-07,9.0,9.0,9.0,9.0,0.0
2014-10-08,9.0,9.0,9.0,9.0,0.0
2014-10-09,9.0,9.0,9.0,9.0,0.0
2014-10-10,9.0,9.0,9.0,9.0,0.0
2014-10-13,9.0,9.0,9.0,9.0,0.0
2014-10-14,9.0,9.0,9.0,9.0,0.0
2014-10-15,9.0,9.0,9.0,9.0,0.0
2014-10-16,9.0,9.0,9.0,9.0,0.0
2014-10-17,9.0,9.0,9.0,9.0,0.0
2014-10-20,9.0,9.0,9.0,9.0,0.0
2014-10-21,9.0,9.0,9.0,9.0,0.0
2014-10-22,9.0,9.0,9.0,9.0,0.0
2014-10-23,,,,,
2014-10-24,,,,,
2014-10-27,9.0,9.0,9.0,9.0,0.0
2014-10-28,9.0,9.0,9.0,9.0,0.0
2014-10-29,9.0,9.0,9.0,9.0,0.0
2014-10-30,9.0,9.0,9.0,9.0,0.0
2014-10-31,9.0,9.0,9.0,9.0,0.0
2014-11-03,9.0,9.0,9.0,9.0,0.0
2014-11-04,,,,,
2014-11-05,9.0,9.0,9.0,9.0,0.0
2014-11-06,,,,,
2014-11-07,9.0,9.0,9.0,9.0,0.0
2014-11-10,9.0,9.0,9.0,9.0,0.0
2014-11-11,9.0,9.0,9.0,9.0,0.0
2014-11-12,9.0,9.0,9.0,9.0,0.0
2014-11-13,9.0,9.0,9.0,9.0,0.0
2014-11-14,9.0,9.0,9.0,9.0,0.0
2014-11-17,9.0,9.0,9.0,9.0,0.0
2014-11-18,9.0,9.0,9.0,9.0,0.0
2014-11-19,9.0,9.0,9.0,9.0,0.0
2014-11-20,9.0,9.0,9.0,9.0,0.0
2014-11-21,9.0,9.0,9.0,9.0,0.0
2014-11-24,9.0,9.0,9.0,9.0,0.0
2014-11-25,9.0,9.0,9.0,9.0,0.0
2014-11-26,9.0,9.0,9.0,9.0,0.0
2014-11-27,9.0,9.0,9.0,9.0,0.0
2014-11-28,9.0,9.0,9.0,9.0,0.0
2014-12-01,9.0,9.0,9.0,9.0,0.0
2014-12-02,9.0,9.0,9.0,9.0,0.0
2014-12-03,9.0,9.0,9.0,9.0,0.0
2014-12-04,9.0,9.0,9.0,9.0,0.0
2014-12-05,9.0,9.0,9.0,9.0,0.0
2014-12-08,9.0,9.0,9.0,9.0,0.0
2014-12-09,9.0,9.0,9.0,9.0,0.0
2014-12-10,9.0,9.0,9.0,9.0,0.0
2014-12-11,9.0,9.0,9.0,9.0,0.0
2014-12-12,9.0,9.0,9.0,9.0,0.0
2014-12-15,9.0,9.0,9.0,9.0,0.0
2014-12-16,9.0,9.0,9.0,9.0,0.0
2014-12-17,9.0,9.0,9.0,9.0,0.0
2014-12-18,9.0,9.0,9.0,9.0,0.0
2014-12-19,9.0,9.0,9.0,9.0,0.0
2014-12-22,9.0,9.0,9.0,9.0,0.0
2014-12-23,9.0,9.0,9.0,9.0,0.0
2014-12-24,9.0,9.0,9.0,9.0,0.0
2014-12-26,9.0,9.0,9.0,9.0,0.0
2014-12-29,9.0,9.0,9.0,9.0,0.0
2014-12-30,9.0,9.0,9.0,9.0,0.0
2014-12-31,9.0,9.0,9.0,9.0,0.0
2015-01-01,9.0,9.0,9.0,9.0,0.0
2015-01-02,9.0,9.0,9.0,9.0,0.0
2015-01-05,9.0,9.0,9.0,9.0,0.0
2015-01-06,9.0,9.0,9.0,9.0,0.0
2015-01-07,9.0,9.0,9.0,9.0,0.0
2015-01-08,9.0,9.0,9.0,9.0,0.0
2015-01-09,9.0,9.0,9.0,9.0,0.0
2015-01-12,9.0,9.0,9.0,9.0,0.0
2015-01-13,9.0,9.0,9.0,9.0,0.0
2015-01-14,9.0,9.0,9.0,9.0,0.0
2015-01-15,9.0,9.0,9.0,9.0,0.0
2015-01-16,9.0,9.0,9.0,9.0,0.0
2015-01-19,9.0,9.0,9.0,9.0,0.0
2015-01-20,9.0,9.0,9.0,9.0,0.0
2015-01-21,9.0,9.0,9.0,9.0,0.0
2015-01-22,9.0,9.0,9.0,9.0,0.0
2015-01-23,9.0,9.0,9.0,9.0,0.0
2015-01-26,,,,,
2015-01-27,9.0,9.0,9.0,9.0,0.0
2015-01-28,9.0,9.0,9.0,9.0,0.0
2015-01-29,9.0,9.0,9.0,9.0,0.0
2015-01-30,9.0,9.0,9.0,9.0,0.0
2015-02-02,9.0,9.0,9.0,9.0,0.0
2015-02-03,9.0,9.0,9.0,9.0,0.0
2015-02-04,9.0,9.0,9.0,9.0,0.0
2015-02-05,9.0,9.0,9.0,9.0,0.0
2015-02-06,9.0,9.0,9.0,9.0,0.0
2015-02-09,9.0,9.0,9.0,9.0,0.0
2015-02-10,9.0,9.0,9.0,9.0,0.0
2015-02-11,9.0,9.0,9.0,9.0,0.0
2015-02-12,9.0,9.0,9.0,9.0,0.0
2015-02-13,9.0,9.0,9.0,9.0,0.0
2015-02-16,9.0,9.0,9.0,9.0,0.0
2015-02-17,,,,,
2015-02-18,9.0,9.0,9.0,9.0,0.0
2015-02-19,9.0,9.0,9.0,9.0,0.0
2015-02-20,9.0,9.0,9.0,9.0,0.0
2015-02-23,9.0,9.0,9.0,9.0,0.0
2015-02-24,9.0,9.0,9.0,9.0,0.0
2015-02-25,9.0,9.0,9.0,9.0,0.0
2015-02-26,9.0,9.0,9.0,9.0,0.0
2015-02-27,9.0,9.0,9.0,9.0,0.0
2015-02-28,,,,,
2015-03-02,9.0,9.0,9.0,9.0,0.0
2015-03-03,9.0,9.0,9.0,9.0,0.0
2015-03-04,9.0,9.0,9.0,9.0,0.0
2015-03-05,9.0,9.0,9.0,9.0,0.0
2015-03-06,,,,,
2015-03-09,9.0,9.0,9.0,9.0,0.0
2015-03-10,9.0,9.0,9.0,9.0,0.0
2015-03-11,9.0,9.0,9.0,9.0,0.0
2015-03-12,9.0,9.0,9.0,9.0,0.0
2015-03-13,9.0,9.0,9.0,9.0,0.0
2015-03-16,9.0,9.0,9.0,9.0,0.0
2015-03-17,9.0,9.0,9.0,9.0,0.0
2015-03-18,9.0,9.0,9.0,9.0,0.0
2015-03-19,9.0,9.0,9.0,9.0,0.0
2015-03-20,9.0,9.0,9.0,9.0,0.0
2015-03-23,9.0,9.0,9.0,9.0,0.0
2015-03-24,9.0,9.0,9.0,9.0,0.0
2015-03-25,9.0,9.0,9.0,9.0,0.0
2015-03-26,9.0,9.0,9.0,9.0,0.0
2015-03-27,9.0,9.0,9.0,9.0,0.0
2015-03-30,9.0,9.0,9.0,9.0,0.0
2015-03-31,9.0,9.0,9.0,9.0,0.0
2015-04-01,9.0,9.0,9.0,9.0,0.0
2015-04-02,,,,,
2015-04-06,9.0,9.0,9.0,9.0,0.0
2015-04-07,9.0,9.0,9.0,9.0,0.0
2015-04-08,9.0,9.0,9.0,9.0,0.0
2015-04-09,9.0,9.0,9.0,9.0,0.0
2015-04-10,9.0,9.0,9.0,9.0,0.0
2015-04-13,9.0,9.0,9.0,9.0,0.0
2015-04-14,,,,,
2015-04-15,9.0,9.0,9.0,9.0,0.0
2015-04-16,9.0,9.0,9.0,9.0,0.0
2015-04-17,9.0,9.0,9.0,9.0,0.0
2015-04-20,9.0,9.0,9.0,9.0,0.0
2015-04-21,9.0,9.0,9.0,9.0,0.0
2015-04-22,9.0,9.0,9.0,9.0,0.0
2015-04-23,9.0,9.0,9.0,9.0,0.0
2015-04-24,9.0,9.0,9.0,9.0,0.0
2015-04-27,9.0,9.0,9.0,9.0,0.0
2015-04-28,9.0,9.0,9.0,9.0,0.0
2015-04-29,9.0,9.0,9.0,9.0,0.0
2015-04-30,9.0,9.0,9.0,9.0,0.0
2015-05-01,,,,,
2015-05-04,9.0,9.0,9.0,9.0,0.0
2015-05-05,9.0,9.0,9.0,9.0,0.0
2015-05-06,9.0,9.0,9.0,9.0,0.0
2015-05-07,9.0,9.0,9.0,9.0,0.0
2015-05-08,9.0,9.0,9.0,9.0,0.0
2015-05-11,9.0,9.0,9.0,9.0,0.0
2015-05-12,9.0,9.0,9.0,9.0,0.0
2015-05-13,9.0,9.0,9.0,9.0,0.0
2015-05-14,9.0,9.0,9.0,9.0,0.0
2015-05-15,9.0,9.0,9.0,9.0,0.0
2015-05-18,9.0,9.0,9.0,9.0,0.0
2015-05-19,9.0,9.0,9.0,9.0,0.0
2015-05-20,9.0,9.0,9.0,9.0,0.0
2015-05-21,9.0,9.0,9.0,9.0,0.0
2015-05-22,9.0,9.0,9.0,9.0,0.0
2015-05-25,9.0,9.0,9.0,9.0,0.0
2015-05-26,9.0,9.0,9.0,9.0,0.0
2015-05-27,9.0,9.0,9.0,9.0,0.0
2015-05-28,9.0,9.0,9.0,9.0,0.0
2015-05-29,9.0,9.0,9.0,9.0,0.0
2015-06-01,9.0,9.0,9.0,9.0,0.0
2015-06-02,9.0,9.0,9.0,9.0,0.0
2015-06-03,9.0,9.0,9.0,9.0,0.0
2015-06-04,9.0,9.0,9.0,9.0,0.0
2015-06-05,9.0,9.0,9.0,9.0,0.0
2015-06-08,9.0,9.0,9.0,9.0,0.0
2015-06-09,9.0,9.0,9.0,9.0,0.0
2015-06-10,9.0,9.0,9.0,9.0,0.0
2015-06-11,9.0,9.0,9.0,9.0,0.0
2015-06-12,9.0,9.0,9.0,9.0,0.0
2015-06-15,9.0,9.0,9.0,9.0,0.0
2015-06-16,9.0,9.0,9.0,9.0,0.0
2015-06-17,9.0,9.0,9.0,9.0,0.0
2015-06-18,9.0,9.0,9.0,9.0,0.0
2015-06-19,9.0,9.0,9.0,9.0,0.0
2015-06-22,9.0,9.0,9.0,9.0,0.0
2015-06-23,9.0,9.0,9.0,9.0,0.0
2015-06-24,9.0,9.0,9.0,9.0,0.0
2015-06-25,9.0,9.0,9.0,9.0,0.0
2015-06-26,9.0,9.0,9.0,9.0,0.0
2015-06-29,9.0,9.0,9.0,9.0,0.0
2015-06-30,9.0,9.0,9.0,9.0,0.0
2015-07-01,9.0,9.0,9.0,9.0,0.0
2015-07-02,9.0,9.0,9.0,9.0,0.0
2015-07-03,9.0,9.0,9.0,9.0,0.0
2015-07-06,9.0,9.0,9.0,9.0,0.0
2015-07-07,9.0,9.0,9.0,9.0,0.0
2015-07-08,9.0,9.0,9.0,9.0,0.0
2015-07-09,9.0,9.0,9.0,9.0,0.0
2015-07-10,9.0,9.0,9.0,9.0,0.0
2015-07-13,9.0,9.0,9.0,9.0,0.0
2015-07-14,9.0,9.0,9.0,9.0,0.0
2015-07-15,9.0,9.0,9.0,9.0,0.0
2015-07-16,9.0,9.0,9.0,9.0,0.0
2015-07-17,9.0,9.0,9.0,9.0,0.0
2015-07-20,9.0,9.0,9.0,9.0,0.0
2015-07-21,9.0,9.0,9.0,9.0,0.0
2015-07-22,9.0,9.0,9.0,9.0,0.0
2015-07-23,9.0,9.0,9.0,9.0,0.0
2015-07-24,9.0,9.0,9.0,9.0,0.0
2015-07-27,9.0,9.0,9.0,9.0,0.0
2015-07-28,9.0,9.0,9.0,9.0,0.0
2015-07-29,9.0,9.0,9.0,9.0,0.0
2015-07-30,9.0,9.0,9.0,9.0,0.0
2015-07-31,9.0,9.0,9.0,9.0,0.0
2015-08-03,9.0,9.0,9.0,9.0,0.0
2015-08-04,9.0,9.0,9.0,9.0,0.0
2015-08-05,9.0,9.0,9.0,9.0,0.0
2015-08-06,9.0,9.0,9.0,9.0,0.0
2015-08-07,9.0,9.0,9.0,9.0,0.0
2015-08-10,9.0,9.0,9.0,9.0,0.0
2015-08-11,9.0,9.0,9.0,9.0,0.0
2015-08-12,9.0,9.0,9.0,9.0,0.0
2015-08-13,9.0,9.0,9.0,9.0,0.0
2015-08-14,9.0,9.0,9.0,9.0,0.0
2015-08-17,9.0,9.0,9.0,9.0,0.0
2015-08-18,9.0,9.0,9.0,9.0,0.0
2015-08-19,9.0,9.0,9.0,9.0,0.0
2015-08-20,9.0,9.0,9.0,9.0,0.0
2015-08-21,9.0,9.0,9.0,9.0,0.0
2015-08-24,9.0,9.0,9.0,9.0,0.0
2015-08-25,9.0,9.0,9.0,9.0,0.0
2015-08-26,9.0,9.0,9.0,9.0,0.0
2015-08-27,9.0,9.0,9.0,9.0,0.0
2015-08-28,9.0,9.0,9.0,9.0,0.0
2015-08-31,9.0,9.0,9.0,9.0,0.0
2015-09-01,9.0,9.0,9.0,9.0,0.0
2015-09-02,9.0,9.0,9.0,9.0,0.0
2015-09-03,9.0,9.0,9.0,9.0,0.0
2015-09-04,9.0,9.0,9.0,9.0,0.0
2015-09-07,9.0,9.0,9.0,9.0,0.0
2015-09-08,9.0,9.0,9.0,9.0,0.0
2015-09-09,9.0,9.0,9.0,9.0,0.0
2015-09-10,9.0,9.0,9.0,9.0,0.0
2015-09-11,9.0,9.0,9.0,9.0,0.0
2015-09-14,9.0,9.0,9.0,9.0,0.0
2015-09-15,9.0,9.0,9.0,9.0,0.0
2015-09-16,9.0,9.0,9.0,9.0,0.0
2015-09-17,,,,,
2015-09-18,9.0,9.0,9.0,9.0,0.0
2015-09-21,9.0,9.0,9.0,9.0,0.0
2015-09-22,9.0,9.0,9.0,9.0,0.0
2015-09-23,9.0,9.0,9.0,9.0,0.0
2015-09-24,9.0,9.0,9.0,9.0,0.0
2015-09-25,,,,,
2015-09-28,9.0,9.0,9.0,9.0,0.0
2015-09-29,9.0,9.0,9.0,9.0,0.0
2015-09-30,9.0,9.0,9.0,9.0,0.0
2015-10-01,9.0,9.0,9.0,9.0,0.0
2015-10-02,,,,,
2015-10-05,9.0,9.0,9.0,9.0,0.0
2015-10-06,9.0,9.0,9.0,9.0,0.0
2015-10-07,9.0,9.0,9.0,9.0,0.0
2015-10-08,9.0,9.0,9.0,9.0,0.0
2015-10-09,9.0,9.0,9.0,9.0,0.0
2015-10-12,9.0,9.0,9.0,9.0,0.0
2015-10-13,9.0,9.0,9.0,9.0,0.0
2015-10-14,9.0,9.0,9.0,9.0,0.0
2015-10-15,9.0,9.0,9.0,9.0,0.0
2015-10-16,9.0,9.0,9.0,9.0,0.0
2015-10-19,9.0,9.0,9.0,9.0,0.0
2015-10-20,9.0,9.0,9.0,9.0,0.0
2015-10-21,9.0,9.0,9.0,9.0,0.0
2015-10-22,,,,,
2015-10-23,9.0,9.0,9.0,9.0,0.0
2015-10-26,9.0,9.0,9.0,9.0,0.0
2015-10-27,9.0,9.0,9.0,9.0,0.0
2015-10-28,9.0,9.0,9.0,9.0,0.0
2015-10-29,9.0,9.0,9.0,9.0,0.0
2015-10-30,9.0,9.0,9.0,9.0,0.0
2015-11-02,9.0,9.0,9.0,9.0,0.0
2015-11-03,9.0,9.0,9.0,9.0,0.0
2015-11-04,9.0,9.0,9.0,9.0,0.0
2015-11-05,9.0,9.0,9.0,9.0,0.0
2015-11-06,9.0,9.0,9.0,9.0,0.0
2015-11-09,9.0,9.0,9.0,9.0,0.0
2015-11-10,9.0,9.0,9.0,9.0,0.0
2015-11-11,,,,,
2015-11-12,,,,,
2015-11-13,9.0,9.0,9.0,9.0,0.0
2015-11-16,9.0,9.0,9.0,9.0,0.0
2015-11-17,9.0,9.0,9.0,9.0,0.0
2015-11-18,9.0,9.0,9.0,9.0,0.0
2015-11-19,9.0,9.0,9.0,9.0,0.0
2015-11-20,9.0,9.0,9.0,9.0,0.0
2015-11-23,9.0,9.0,9.0,9.0,0.0
2015-11-24,9.0,9.0,9.0,9.0,0.0
2015-11-25,,,,,
2015-11-26,9.0,9.0,9.0,9.0,0.0
2015-11-27,9.0,9.0,9.0,9.0,0.0
2015-11-30,9.0,9.0,9.0,9.0,0.0
2015-12-01,9.0,9.0,9.0,9.0,0.0
2015-12-02,9.0,9.0,9.0,9.0,0.0
2015-12-03,9.0,9.0,9.0,9.0,0.0
2015-12-04,9.0,9.0,9.0,9.0,0.0
2015-12-07,9.0,9.0,9.0,9.0,0.0
2015-12-08,9.0,9.0,9.0,9.0,0.0
2015-12-09,9.0,9.0,9.0,9.0,0.0
2015-12-10,9.0,9.0,9.0,9.0,0.0
2015-12-11,9.0,9.0,9.0,9.0,0.0
2015-12-14,9.0,9.0,9.0,9.0,0.0
2015-12-15,9.0,9.0,9.0,9.0,0.0
2015-12-16,9.0,9.0,9.0,9.0,0.0
2015-12-17,9.0,9.0,9.0,9.0,0.0
2015-12-18,9.0,9.0,9.0,9.0,0.0
